100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
100 0
93 7
66 34
61 39
57 43
56 44
55 45
59 41
67 33
63 37
59 41
51 49
57 43
59 41
58 42
61 39
58 42
50 50
52 48
52 48
50 50
54 46
50 50
50 50
53 47
51 49
54 46
52 48
53 47
51 49
52 48
53 47
52 48
52 48
57 43
55 45
53 47
52 48
52 48
50 50
50 50
51 49
54 46
51 49
51 49
49 51
50 50
48 52
48 52
49 51
47 53
50 50
54 46
51 49
51 49
49 51
49 51
51 49
51 49
41 59
43 57
47 53
47 53
46 54
47 53
48 52
48 52
50 50
53 47
51 49
48 52
49 51
49 51
50 50
48 52
49 51
50 50
49 51
50 50
50 50
48 52
53 47
53 47
54 46
52 48
50 50
48 52
47 53
48 52
48 52
47 53
46 54
48 52
49 51
49 51
50 50
49 51
48 52
49 51
50 50
50 50
51 49
48 52
51 49
52 48
50 50
45 55
49 51
49 51
49 51
52 48
51 49
51 49
51 49
50 50
48 52
47 53
50 50
51 49
50 50
48 52
48 52
49 51
46 54
44 56
48 52
49 51
53 47
50 50
51 49
49 51
50 50
47 53
48 52
49 51
50 50
50 50
51 49
48 52
51 49
53 47
49 51
54 46
52 48
52 48
50 50
54 46
56 44
55 45
50 50
50 50
54 46
54 46
51 49
50 50
47 53
47 53
48 52
48 52
46 54
46 54
46 54
42 58
46 54
47 53
52 48
52 48
54 46
51 49
54 46
55 45
52 48
51 49
56 44
54 46
56 44
52 48
60 40
58 42
59 41
54 46
55 45
51 49
53 47
