47 3 0 0
36 14 0 0
30 20 0 0
26 24 0 0
24 26 0 0
26 24 0 0
12 38 0 0
21 29 0 0
28 22 0 0
26 24 0 0
18 32 0 0
18 32 0 0
21 29 0 0
19 31 0 0
20 30 0 0
22 28 0 0
24 26 0 0
25 25 0 0
26 24 0 0
28 22 0 0
27 23 0 0
25 25 0 0
26 24 0 0
27 23 0 0
25 25 0 0
26 24 0 0
23 27 0 0
20 26 4 0
17 21 13 0
0 28 22 0
0 25 25 0
0 37 13 0
0 30 20 0
0 27 23 0
0 25 25 0
0 24 26 0
0 27 23 0
0 24 26 0
0 23 27 0
0 24 26 0
0 30 20 0
0 27 23 0
0 25 22 3
0 20 18 12
0 32 11 7
0 28 7 15
0 26 12 12
0 37 7 7
0 37 0 13
0 35 0 15
0 41 0 9
0 45 0 5
0 33 0 17
0 27 0 23
0 23 0 27
0 19 0 31
0 18 0 32
0 19 0 31
0 32 0 18
0 40 0 10
0 39 0 11
0 30 0 20
0 39 0 11
0 30 0 20
0 27 0 23
0 25 0 25
0 24 0 26
0 23 0 27
0 24 0 26
0 23 0 27
0 24 0 26
0 23 0 27
0 23 0 27
0 18 0 32
0 27 0 23
0 32 0 18
0 38 0 12
0 30 0 20
0 26 0 24
0 24 0 26
0 23 0 27
0 33 0 17
0 41 0 9
0 45 0 5
0 34 0 16
0 28 0 22
0 27 0 23
0 23 0 27
0 22 0 28
0 24 0 26
0 23 0 27
0 27 0 23
0 25 0 25
0 23 0 27
0 22 0 28
0 25 0 25
0 22 0 28
0 16 0 34
0 18 0 32
0 31 0 19
