24.23404255319149 45.333333333333336 NA NA
75.22222222222223 56.07142857142857 NA NA
124.4 100.45 NA NA
169.3846153846154 147.29166666666666 NA NA
212.08333333333334 198.92307692307693 NA NA
262.88461538461536 241.91666666666666 NA NA
310.0 296.0 NA NA
332.95238095238096 353.3448275862069 NA NA
382.89285714285717 398.54545454545456 NA NA
427.9230769230769 442.75 NA NA
473.6666666666667 483.59375 NA NA
512.3333333333334 528.9375 NA NA
555.7142857142857 572.2068965517242 NA NA
632.3684210526316 605.0 NA NA
655.75 664.7666666666667 NA NA
698.6363636363636 709.6785714285714 NA NA
769.2083333333334 732.4615384615385 NA NA
796.24 794.68 NA NA
841.4615384615385 836.2083333333334 NA NA
887.9642857142857 876.0909090909091 NA NA
932.1111111111111 919.304347826087 NA NA
975.12 973.88 NA NA
1024.6923076923076 1015.2083333333334 NA NA
1069.851851851852 1056.0869565217392 NA NA
1114.48 1106.0 NA NA
1162.923076923077 1147.25 NA NA
1208.4347826086957 1192.5185185185185 NA NA
1251.3 1234.5 1265.75 NA
1298.3529411764705 1266.5238095238096 1300.2307692307693 NA
NA 1321.2857142857142 1341.2727272727273 NA
NA 1359.16 1387.04 NA
NA 1416.081081081081 1428.5384615384614 NA
NA 1452.5 1479.35 NA
NA 1490.3703703703704 1525.2173913043478 NA
NA 1528.44 1575.16 NA
NA 1568.0 1621.923076923077 NA
NA 1618.148148148148 1666.4347826086957 NA
NA 1652.3333333333333 1713.7692307692307 NA
NA 1690.9565217391305 1760.3703703703704 NA
NA 1736.6666666666667 1805.3076923076924 NA
NA 1847.9333333333334 1847.75 NA
NA 1889.148148148148 1895.9130434782608 NA
NA 1966.12 1944.3181818181818 1934.6666666666667
NA 2009.15 1992.0 1978.25
NA 2047.53125 2028.6363636363637 2021.0
NA 2094.25 2055.714285714286 2072.4666666666667
NA 2135.3076923076924 2109.5833333333335 2111.9166666666665
NA 2175.7027027027025 2154.714285714286 2147.714285714286
NA 2219.2162162162163 NA 2194.0
NA 2262.8571428571427 NA 2248.3333333333335
NA 2305.9756097560976 NA 2282.4444444444443
NA 2354.711111111111 NA 2324.4
NA 2399.818181818182 NA 2385.176470588235
NA 2441.3703703703704 NA 2438.913043478261
NA 2480.913043478261 NA 2487.3703703703704
NA 2516.8947368421054 NA 2535.7096774193546
NA 2589.0555555555557 NA 2582.28125
NA 2630.7894736842104 NA 2628.483870967742
NA 2677.25 NA 2665.5555555555557
NA 2723.6 NA 2704.4
NA 2767.4102564102564 NA 2743.181818181818
NA 2810.1666666666665 NA 2804.35
NA 2854.6923076923076 NA 2843.5454545454545
NA 2896.0333333333333 NA 2896.35
NA 2945.1111111111113 NA 2944.913043478261
NA 2986.2 NA 2992.16
NA 3027.4583333333335 NA 3038.3076923076924
NA 3068.2608695652175 NA 3085.3703703703704
NA 3111.7916666666665 NA 3128.5384615384614
NA 3152.2608695652175 NA 3177.3703703703704
NA 3196.125 NA 3223.3076923076924
NA 3236.2608695652175 NA 3269.5925925925926
NA 3277.7391304347825 NA 3315.3703703703704
NA 3303.0555555555557 NA 3364.5
NA 3370.1111111111113 NA 3405.478260869565
NA 3421.34375 NA 3448.6666666666665
NA 3485.184210526316 NA 3489.3333333333335
NA 3525.133333333333 NA 3540.35
NA 3562.769230769231 NA 3589.5416666666665
NA 3601.375 NA 3637.3846153846152
NA 3639.478260869565 NA 3684.777777777778
NA 3700.2727272727275 NA 3720.1176470588234
NA 3750.317073170732 NA 3761.1111111111113
NA 3796.1555555555556 NA 3796.4
NA 3831.4117647058824 NA 3856.1875
NA 3864.6785714285716 NA 3910.2727272727275
NA 3905.037037037037 NA 3954.391304347826
NA 3935.1304347826085 NA 4005.814814814815
NA 3973.0 NA 4051.964285714286
NA 4023.0416666666665 NA 4095.5384615384614
NA 4060.8260869565215 NA 4143.814814814815
NA 4116.62962962963 NA 4188.695652173913
NA 4153.56 NA 4234.0
NA 4187.130434782609 NA 4280.925925925926
NA 4259.545454545455 NA 4325.75
NA 4311.36 NA 4373.0
NA 4342.545454545455 NA 4420.464285714285
NA 4479.4375 NA 4470.823529411765
NA 4524.5 NA 4514.15625
NA 4568.580645161291 NA 4554.210526315789
